Begin Time - hh:mm:ss.ms	Begin Time - ss.msec	End Time - hh:mm:ss.ms	End Time - ss.msec	Support Foot	Spin	Rotation	Edge	File
00:01:50.365	110.365	00:01:51.879	111.879	Right [a36]	US [a12]			13.eaf
00:01:51.879	111.879	00:01:52.795	112.795		CP [a13]			13.eaf
00:01:52.795	112.795	00:01:53.711	113.711	Left [a37]	Trans [a14]			13.eaf
00:01:53.711	113.711	00:01:58.589	118.589	Left [a38]	SB [a15]			13.eaf
00:01:58.589	118.589	00:01:59.268	119.268		Trans [a16]			13.eaf
00:01:59.268	119.268	00:02:00.348	120.348		Step Out [a17]			13.eaf
00:02:38.602	158.602	00:02:39.673	159.673		Step In [a18]			13.eaf
00:02:39.673	159.673	00:02:40.190	160.19		Trans [a19]			13.eaf
00:02:40.190	160.19	00:02:41.734	161.734	Left [a39]	SF [a20]			13.eaf
00:02:41.734	161.734	00:02:42.049	162.049		Trans [a21]			13.eaf
00:02:42.049	162.049	00:02:43.715	163.715	Left [a40]	SS [a22]			13.eaf
00:02:43.715	163.715	00:02:44.189	164.189		Trans [a23]			13.eaf
00:02:44.189	164.189	00:02:45.101	165.101		JCP [a24]			13.eaf
00:02:45.101	165.101	00:02:45.375	165.375		Trans [a25]			13.eaf
00:02:45.375	165.375	00:02:46.441	166.441	Right [a41]	BS [a26]			13.eaf
00:02:46.441	166.441	00:02:46.740	166.74		Trans [a27]			13.eaf
00:02:46.740	166.74	00:02:47.375	167.375		JCP [a28]			13.eaf
00:02:47.375	167.375	00:02:47.692	167.692		Trans [a29]			13.eaf
00:02:47.692	167.692	00:02:48.774	168.774	Right [a42]	BS [a30]			13.eaf
00:02:48.774	168.774	00:02:49.647	169.647		Step Out [a31]			13.eaf
00:00:56.520	56.52	00:00:58.588	58.588		Difficult In [a1]			11.eaf
00:00:58.588	58.588	00:00:59.355	59.355		JCP [a2]			11.eaf
00:00:59.355	59.355	00:01:00.690	60.69	Right [a30]	BC [a3]			11.eaf
00:01:00.690	60.69	00:01:02.758	62.758	Right [a31]	CU [a4]			11.eaf
00:01:02.758	62.758	00:01:03.779	63.779		Trans [a5]			11.eaf
00:01:03.779	63.779	00:01:06.259	66.259	Right [a32]	CF [a6]			11.eaf
00:01:06.259	66.259	00:01:08.950	68.95		Step Out [a7]			11.eaf
00:01:17.000	77.0	00:01:17.760	77.76		Step In [a8]			11.eaf
00:01:17.760	77.76	00:01:18.280	78.28		Trans [a9]			11.eaf
00:01:18.280	78.28	00:01:21.837	81.837	Left [a33]	SS [a10]			11.eaf
00:01:21.837	81.837	00:01:22.067	82.067	Left [a34]	Trans [a11]			11.eaf
00:01:22.067	82.067	00:01:22.667	82.667		JCP [a12]			11.eaf
00:01:22.667	82.667	00:01:23.013	83.013	Right [a35]	Trans [a13]			11.eaf
00:01:23.013	83.013	00:01:24.363	84.363	Right [a36]	BS [a14]			11.eaf
00:01:24.363	84.363	00:01:25.443	85.443		JCP [a15]			11.eaf
00:01:25.443	85.443	00:01:27.400	87.4	Right [a37]	BS [a16]			11.eaf
00:01:27.400	87.4	00:01:28.910	88.91		Step Out [a17]			11.eaf
00:01:54.328	114.328	00:01:55.088	115.088		Step In [a18]			11.eaf
00:01:55.088	115.088	00:01:55.728	115.728		Trans [a19]			11.eaf
00:01:55.728	115.728	00:01:57.318	117.318	Left [a38]	SF [a20]			11.eaf
00:01:57.318	117.318	00:01:57.706	117.706		Trans [a21]			11.eaf
00:01:57.706	117.706	00:01:59.381	119.381	Left [a39]	Other-NBP [a22]			11.eaf
00:01:59.381	119.381	00:02:00.541	120.541		CP [a23]			11.eaf
00:02:00.541	120.541	00:02:02.415	122.415	Right [a40]	BC [a24]			11.eaf
00:02:02.415	122.415	00:02:03.455	123.455		Trans [a25]			11.eaf
00:02:03.455	123.455	00:02:04.727	124.727	Right [a41]	SB [a26]			11.eaf
00:02:04.727	124.727	00:02:05.366	125.366		Trans [a27]			11.eaf
00:02:05.366	125.366	00:02:07.962	127.962	Right [a42]	BU [a28]			11.eaf
00:02:07.962	127.962	00:02:09.112	129.112		Step Out [a29]			11.eaf
00:01:00.892	60.892	00:01:01.809	61.809		Step In [a1]			10.eaf
00:01:01.809	61.809	00:01:02.486	62.486		Trans [a2]			10.eaf
00:01:02.486	62.486	00:01:06.589	66.589	Left [a29]	SF [a3]			10.eaf
00:01:06.589	66.589	00:01:07.439	67.439		CP [a4]			10.eaf
00:01:07.440	67.44	00:01:08.278	68.278	Right [a30]	BS [a5]			10.eaf
00:01:08.278	68.278	00:01:09.109	69.109		JCP [a6]			10.eaf
00:01:09.109	69.109	00:01:10.267	70.267	Right [a31]	BS [a7]			10.eaf
00:01:10.267	70.267	00:01:11.136	71.136		Trans [a8]			10.eaf
00:01:11.136	71.136	00:01:13.330	73.33	Right [a32]	SB [a9]			10.eaf
00:01:13.330	73.33	00:01:13.963	73.963		Trans [a10]			10.eaf
00:01:13.963	73.963	00:01:14.883	74.883		Step Out [a11]			10.eaf
00:02:15.527	135.527	00:02:16.599	136.599		Step In [a12]			10.eaf
00:02:16.599	136.599	00:02:18.858	138.858	Right [a33]	BC [a13]			10.eaf
00:02:18.858	138.858	00:02:19.477	139.477		CP [a14]			10.eaf
00:02:19.477	139.477	00:02:21.972	141.972	Right [a34]	Other-NBP [a15]			10.eaf
00:02:21.972	141.972	00:02:23.394	143.394		CP [a16]			10.eaf
00:02:23.394	143.394	00:02:24.343	144.343		Trans [a17]			10.eaf
00:02:24.343	144.343	00:02:26.523	146.523	Left [a35]	UF [a18]	 [a39]		10.eaf
00:02:26.523	146.523	00:02:27.072	147.072		Trans [a19]			10.eaf
00:02:27.072	147.072	00:02:29.014	149.014	Left [a36]	SS [a20]			10.eaf
00:02:29.014	149.014	00:02:29.644	149.644		Trans [a21]			10.eaf
00:02:29.644	149.644	00:02:30.355	150.355	Left [a37]	BU [a22]			10.eaf
00:02:30.355	150.355	00:02:31.227	151.227		Step Out [a23]			10.eaf
00:02:37.573	157.573	00:02:40.469	160.469		Difficult In [a24]			10.eaf
00:02:40.469	160.469	00:02:41.263	161.263		Jump In [a25]			10.eaf
00:02:41.263	161.263	00:02:45.386	165.386	Right [a38]	BC [a26]			10.eaf
00:02:45.386	165.386	00:02:46.668	166.668		Trans [a27]			10.eaf
00:02:46.668	166.668	00:02:48.612	168.612		Step Out [a28]			10.eaf
00:01:01.029	61.029	00:01:03.657	63.657		Jump In [a1]			28.eaf
00:01:03.657	63.657	00:01:04.813	64.813		Trans [a2]			28.eaf
00:01:04.813	64.813	00:01:07.768	67.768	Right [a29]	CU [a3]			28.eaf
00:01:07.768	67.768	00:01:09.543	69.543		Trans [a4]			28.eaf
00:01:09.543	69.543	00:01:12.143	72.143	Right [a30]	CS [a5]			28.eaf
00:01:12.143	72.143	00:01:14.452	74.452	Right [a31]	CF [a6]			28.eaf
00:01:14.452	74.452	00:01:15.652	75.652		Step Out [a7]			28.eaf
00:01:45.724	105.724	00:01:46.444	106.444		Step In [a8]			28.eaf
00:01:46.444	106.444	00:01:47.275	107.275		Trans [a9]			28.eaf
00:01:47.275	107.275	00:01:49.271	109.271	Left [a32]	UF [a10]			28.eaf
00:01:49.271	109.271	00:01:49.693	109.693		Trans [a11]			28.eaf
00:01:49.693	109.693	00:01:51.848	111.848	Left [a33]	Other-NBP [a12]			28.eaf
00:01:51.848	111.848	00:01:52.728	112.728		CP [a13]			28.eaf
00:01:52.728	112.728	00:01:55.121	115.121	Right [a34]	BC [a14]			28.eaf
00:01:55.121	115.121	00:01:56.109	116.109		Step Out [a15]			28.eaf
00:01:56.109	116.109	00:01:57.428	117.428	Right [a35]	BS [a16]			28.eaf
00:01:57.428	117.428	00:01:58.546	118.546		Trans [a17]			28.eaf
00:01:58.546	118.546	00:01:59.781	119.781	Right [a36]	US [a18]			28.eaf
00:01:59.781	119.781	00:02:01.461	121.461	Right [a37]	BU [a19]			28.eaf
00:02:01.461	121.461	00:02:02.221	122.221		Step Out [a20]			28.eaf
00:02:39.876	159.876	00:02:42.495	162.495		Difficult In [a21]			28.eaf
00:02:42.495	162.495	00:02:43.170	163.17		Trans [a22]			28.eaf
00:02:43.170	163.17	00:02:46.065	166.065	Left [a38]	SF [a23]			28.eaf
00:02:46.065	166.065	00:02:47.334	167.334		JCP [a24]			28.eaf
00:02:47.334	167.334	00:02:47.608	167.608	Right [a39]	Trans [a25]			28.eaf
00:02:47.608	167.608	00:02:48.756	168.756	Right [a40]	BS [a26]			28.eaf
00:02:48.756	168.756	00:02:51.099	171.099	Right [a41]	Other-NBP [a27]			28.eaf
00:02:51.099	171.099	00:02:53.003	173.003		Step Out [a28]			28.eaf
00:01:36.495	96.495	00:01:38.494	98.494		Difficult In [a1]			14.eaf
00:01:38.494	98.494	00:01:39.134	99.134		Jump In [a2]			14.eaf
00:01:39.134	99.134	00:01:39.729	99.729		Trans [a3]			14.eaf
00:01:39.729	99.729	00:01:41.443	101.443	Right [a34]	BC [a4]			14.eaf
00:01:41.443	101.443	00:01:43.113	103.113		Trans [a5]			14.eaf
00:01:43.113	103.113	00:01:49.713	109.713	Right [a35]	CS [a6]			14.eaf
00:01:49.713	109.713	00:01:50.313	110.313		Trans [a7]			14.eaf
00:01:50.313	110.313	00:01:52.430	112.43	Right [a36]	CF [a8]			14.eaf
00:01:52.430	112.43	00:01:54.624	114.624	Right [a37]	BU [a9]			14.eaf
00:01:54.624	114.624	00:01:55.664	115.664		Step Out [a10]	 [a50]		14.eaf
00:02:13.428	133.428	00:02:15.849	135.849		Difficult In [a11]			14.eaf
00:02:15.849	135.849	00:02:18.346	138.346	Left [a38]	BC [a12]			14.eaf
00:02:18.346	138.346	00:02:21.470	141.47	Left [a39]	Willmind [a13]			14.eaf
00:02:21.470	141.47	00:02:22.381	142.381		CP [a14]			14.eaf
00:02:22.381	142.381	00:02:23.686	143.686	Right [a40]	SF [a15]			14.eaf
00:02:23.690	143.69	00:02:24.283	144.283		Trans [a16]			14.eaf
00:02:24.283	144.283	00:02:26.662	146.662	Right [a41]	BC [a17]			14.eaf
00:02:26.662	146.662	00:02:28.144	148.144		Trans [a18]			14.eaf
00:02:28.144	148.144	00:02:30.841	150.841	Right [a42]	US [a19]			14.eaf
00:02:30.841	150.841	00:02:32.150	152.15	Right [a43]	BU [a20]			14.eaf
00:02:32.150	152.15	00:02:32.785	152.785		Step Out [a21]			14.eaf
00:02:34.814	154.814	00:02:35.410	155.41		Step In [a22]			14.eaf
00:02:35.410	155.41	00:02:36.043	156.043		Trans [a23]			14.eaf
00:02:36.043	156.043	00:02:38.144	158.144	Left [a44]	SF [a24]			14.eaf
00:02:38.144	158.144	00:02:39.054	159.054		Trans [a25]			14.eaf
00:02:39.054	159.054	00:02:40.602	160.602	Left [a45]	SS [a26]			14.eaf
00:02:40.602	160.602	00:02:41.194	161.194	Left [a46]	Trans [a27]			14.eaf
00:02:41.194	161.194	00:02:41.828	161.828		JCP [a28]			14.eaf
00:02:41.828	161.828	00:02:42.224	162.224	Right [a47]	Trans [a29]			14.eaf
00:02:42.224	162.224	00:02:43.642	163.642	Right [a48]	BS [a30]			14.eaf
00:02:43.642	163.642	00:02:44.515	164.515		CP [a31]			14.eaf
00:02:44.515	164.515	00:02:47.010	167.01	Right [a49]	SB [a32]			14.eaf
00:02:47.010	167.01	00:02:48.636	168.636		Step Out [a33]			14.eaf
00:00:58.827	58.827	00:00:59.819	59.819		Step In [a1]			15.eaf
00:00:59.819	59.819	00:01:01.490	61.49	Right [a32]	BC [a2]			15.eaf
00:01:01.490	61.49	00:01:01.687	61.687		Trans [a3]			15.eaf
00:01:01.687	61.687	00:01:03.553	63.553	Right [a33]	UF [a4]			15.eaf
00:01:03.553	63.553	00:01:04.337	64.337		Trans [a5]			15.eaf
00:01:04.337	64.337	00:01:06.291	66.291	Right [a34]	US [a6]			15.eaf
00:01:06.291	66.291	00:01:07.171	67.171		Trans [a7]			15.eaf
00:01:07.171	67.171	00:01:07.891	67.891	Left [a35]	CP [a8]			15.eaf
00:01:07.891	67.891	00:01:08.756	68.756	Left [a36]	Trans [a9]			15.eaf
00:01:08.756	68.756	00:01:10.230	70.23	Left [a37]	SS [a10]			15.eaf
00:01:10.230	70.23	00:01:12.662	72.662	Left [a38]	UF [a11]			15.eaf
00:01:12.662	72.662	00:01:13.622	73.622		Step Out [a12]			15.eaf
00:02:21.327	141.327	00:02:24.105	144.105		Difficult In [a13]			15.eaf
00:02:24.105	144.105	00:02:25.096	145.096		Jump In [a14]			15.eaf
00:02:25.096	145.096	00:02:26.167	146.167	Right [a39]	BC [a15]			15.eaf
00:02:26.167	146.167	00:02:26.521	146.521		Trans [a16]			15.eaf
00:02:26.521	146.521	00:02:28.978	148.978	Right [a40]	CU [a17]			15.eaf
00:02:28.978	148.978	00:02:30.366	150.366		Trans [a18]			15.eaf
00:02:30.366	150.366	00:02:34.608	154.608	Right [a41]	CF [a19]			15.eaf
00:02:34.608	154.608	00:02:35.441	155.441		Step Out [a20]			15.eaf
00:02:38.404	158.404	00:02:39.634	159.634		Difficult In [a21]			15.eaf
00:02:39.634	159.634	00:02:40.225	160.225		Trans [a22]			15.eaf
00:02:40.225	160.225	00:02:42.605	162.605	Right [a42]	Other-NBP [a23]			15.eaf
00:02:42.605	162.605	00:02:43.636	163.636		CP [a24]			15.eaf
00:02:43.636	163.636	00:02:44.548	164.548	Left [a43]	Trans [a25]			15.eaf
00:02:44.548	164.548	00:02:45.857	165.857	Left [a44]	SF [a26]			15.eaf
00:02:45.860	165.86	00:02:46.374	166.374	Left [a45]	Trans [a27]			15.eaf
00:02:46.374	166.374	00:02:46.890	166.89		JCP [a28]			15.eaf
00:02:46.890	166.89	00:02:47.565	167.565	Left [a46]	Trans [a29]			15.eaf
00:02:47.565	167.565	00:02:49.150	169.15	Left [a47]	SB [a30]			15.eaf
00:02:49.150	169.15	00:02:50.000	170.0		Step Out [a31]			15.eaf
00:01:29.317	89.317	00:01:31.037	91.037		Jump In [a1]			29.eaf
00:01:31.037	91.037	00:01:31.829	91.829		Trans [a2]			29.eaf
00:01:31.829	91.829	00:01:34.146	94.146	Right [a30]	CU [a3]			29.eaf
00:01:34.146	94.146	00:01:35.740	95.74		Trans [a4]			29.eaf
00:01:35.740	95.74	00:01:42.094	102.094	Right [a31]	CS [a5]			29.eaf
00:01:42.094	102.094	00:01:43.614	103.614		Step Out [a6]			29.eaf
00:01:47.017	107.017	00:01:48.577	108.577		Difficult In [a7]			29.eaf
00:01:48.577	108.577	00:01:49.168	109.168		Trans [a8]			29.eaf
00:01:49.168	109.168	00:01:49.881	109.881	Right [a32]	BS [a9]			29.eaf
00:01:49.881	109.881	00:01:50.681	110.681		CP [a10]			29.eaf
00:01:50.681	110.681	00:01:51.031	111.031	Right [a33]	Trans [a11]			29.eaf
00:01:51.031	111.031	00:01:51.908	111.908	Right [a34]	BS [a12]			29.eaf
00:01:51.908	111.908	00:01:53.188	113.188		CP [a13]			29.eaf
00:01:53.188	113.188	00:01:53.988	113.988		Trans [a14]			29.eaf
00:01:53.988	113.988	00:01:55.183	115.183	Left [a35]	SS [a15]			29.eaf
00:01:55.183	115.183	00:01:56.299	116.299		Trans [a16]			29.eaf
00:01:56.299	116.299	00:01:58.975	118.975	Left [a36]	SB [a17]			29.eaf
00:01:58.975	118.975	00:01:59.735	119.735		Step Out [a18]			29.eaf
00:02:30.111	150.111	00:02:32.253	152.253		Difficult In [a19]			29.eaf
00:02:32.253	152.253	00:02:34.404	154.404	Left [a37]	BC [a20]		Outside [a43]	29.eaf
00:02:34.404	154.404	00:02:36.505	156.505	Left [a38]	BC [a21]		Inside [a44]	29.eaf
00:02:36.505	156.505	00:02:37.253	157.253		Trans [a22]			29.eaf
00:02:37.253	157.253	00:02:39.076	159.076	Left [a39]	Other-NBP [a23]			29.eaf
00:02:39.076	159.076	00:02:39.631	159.631		CP [a24]			29.eaf
00:02:39.631	159.631	00:02:40.533	160.533	Right [a40]	Trans [a25]			29.eaf
00:02:40.533	160.533	00:02:43.426	163.426	Right [a41]	SF [a26]			29.eaf
00:02:43.426	163.426	00:02:44.767	164.767		Trans [a27]			29.eaf
00:02:44.767	164.767	00:02:46.789	166.789	Right [a42]	BU [a28]			29.eaf
00:02:46.789	166.789	00:02:47.542	167.542		Step Out [a29]			29.eaf
00:00:49.244	49.244	00:00:50.994	50.994		Step In [a1]			17.eaf
00:00:50.994	50.994	00:00:51.474	51.474		Trans [a2]			17.eaf
00:00:51.474	51.474	00:00:53.333	53.333	Left [a28]	BC [a3]		Outside [a41]	17.eaf
00:00:53.333	53.333	00:00:56.236	56.236	Left [a29]	BC [a4]		Inside [a42]	17.eaf
00:00:56.236	56.236	00:00:57.508	57.508		CP [a5]			17.eaf
00:00:57.508	57.508	00:00:58.300	58.3	Right [a30]	BC [a6]			17.eaf
00:00:58.300	58.3	00:01:00.883	60.883	Right [a31]	CU [a7]			17.eaf
00:01:00.883	60.883	00:01:01.958	61.958		Trans [a8]			17.eaf
00:01:01.958	61.958	00:01:03.667	63.667	Right [a32]	CF [a9]			17.eaf
00:01:03.667	63.667	00:01:04.584	64.584		Step Out [a10]			17.eaf
00:01:29.047	89.047	00:01:30.247	90.247		Jump In [a11]			17.eaf
00:01:30.247	90.247	00:01:30.447	90.447		Trans [a12]			17.eaf
00:01:30.447	90.447	00:01:31.484	91.484	Left [a33]	SF [a13]			17.eaf
00:01:31.484	91.484	00:01:31.948	91.948		Trans [a14]			17.eaf
00:01:31.948	91.948	00:01:34.060	94.06	Left [a34]	Other-NBP [a15]			17.eaf
00:01:34.060	94.06	00:01:35.018	95.018		Trans [a16]			17.eaf
00:01:35.018	95.018	00:01:40.377	100.377	Left [a35]	SB [a17]			17.eaf
00:01:40.380	100.38	00:01:41.377	101.377		Step Out [a18]			17.eaf
00:01:43.098	103.098	00:01:43.978	103.978		Step In [a19]			17.eaf
00:01:43.978	103.978	00:01:47.972	107.972	Right [a36]	BU [a20]			17.eaf
00:01:47.972	107.972	00:01:50.212	110.212	Right [a37]	Willmind [a21]			17.eaf
00:01:50.212	110.212	00:01:51.052	111.052		JCP [a22]			17.eaf
00:01:51.052	111.052	00:01:51.929	111.929	Left [a38]	Trans [a23]			17.eaf
00:01:51.929	111.929	00:01:53.287	113.287	Left [a39]	SF [a24]			17.eaf
00:01:53.287	113.287	00:01:53.961	113.961		Trans [a25]			17.eaf
00:01:53.961	113.961	00:01:55.837	115.837	Left [a40]	US [a26]			17.eaf
00:01:55.837	115.837	00:01:57.117	117.117		Step Out [a27]			17.eaf
00:00:56.304	56.304	00:00:57.815	57.815		Step In [a1]			16.eaf
00:00:57.815	57.815	00:00:59.923	59.923	Left [a28]	BC [a2]		Outside [a42]	16.eaf
00:00:59.923	59.923	00:01:02.029	62.029	Left [a29]	BC [a3]		Inside [a43]	16.eaf
00:01:02.029	62.029	00:01:02.628	62.628	Left [a30]	Trans [a4]			16.eaf
00:01:02.628	62.628	00:01:03.105	63.105		JCP [a5]			16.eaf
00:01:03.105	63.105	00:01:03.463	63.463	Right [a31]	Trans [a6]			16.eaf
00:01:03.463	63.463	00:01:05.973	65.973	Right [a32]	BC [a7]			16.eaf
00:01:05.973	65.973	00:01:06.972	66.972		Trans [a8]			16.eaf
00:01:06.972	66.972	00:01:09.243	69.243	Right [a33]	CS [a9]			16.eaf
00:01:09.243	69.243	00:01:10.363	70.363		Step Out [a10]			16.eaf
00:02:20.549	140.549	00:02:21.858	141.858		Step In [a11]			16.eaf
00:02:21.858	141.858	00:02:22.533	142.533		Trans [a12]			16.eaf
00:02:22.533	142.533	00:02:24.269	144.269	Left [a34]	BC [a13]			16.eaf
00:02:24.269	144.269	00:02:25.141	145.141		JCP [a14]			16.eaf
00:02:25.141	145.141	00:02:25.694	145.694	Left [a35]	Trans [a15]			16.eaf
00:02:25.694	145.694	00:02:27.320	147.32	Left [a36]	SS [a16]			16.eaf
00:02:27.320	147.32	00:02:28.151	148.151		CP [a17]			16.eaf
00:02:28.151	148.151	00:02:30.492	150.492	Right [a37]	Other-NBP [a18]			16.eaf
00:02:30.492	150.492	00:02:30.922	150.922		Trans [a19]			16.eaf
00:02:30.922	150.922	00:02:33.143	153.143	Right [a38]	US [a20]			16.eaf
00:02:33.143	153.143	00:02:34.373	154.373		Step Out [a21]			16.eaf
00:02:36.391	156.391	00:02:38.057	158.057		Jump In [a22]			16.eaf
00:02:38.057	158.057	00:02:38.725	158.725		Trans [a23]			16.eaf
00:02:38.725	158.725	00:02:42.811	162.811	Right [a39]	Other-NBP [a24]	 [a41]		16.eaf
00:02:42.811	162.811	00:02:43.922	163.922		Trans [a25]			16.eaf
00:02:43.922	163.922	00:02:44.951	164.951	Right [a40]	SB [a26]			16.eaf
00:02:44.951	164.951	00:02:45.778	165.778		Step Out [a27]			16.eaf
00:00:53.301	53.301	00:00:55.888	55.888		Jump In [a1]			8.eaf
00:00:55.888	55.888	00:00:57.758	57.758	Right [a32]	BC [a2]			8.eaf
00:00:57.758	57.758	00:00:58.394	58.394		Trans [a3]			8.eaf
00:00:58.394	58.394	00:01:04.760	64.76	Right [a33]	CF [a4]			8.eaf
00:01:04.760	64.76	00:01:04.986	64.986		Trans [a5]			8.eaf
00:01:04.986	64.986	00:01:08.581	68.581	Right [a34]	CS [a6]			8.eaf
00:01:08.581	68.581	00:01:10.497	70.497		Step Out [a7]			8.eaf
00:02:09.874	129.874	00:02:13.719	133.719		Difficult In [a8]			8.eaf
00:02:13.719	133.719	00:02:14.116	134.116		Trans [a9]			8.eaf
00:02:14.116	134.116	00:02:15.623	135.623	Right [a35]	BS [a10]			8.eaf
00:02:15.623	135.623	00:02:16.654	136.654		JCP [a11]			8.eaf
00:02:16.654	136.654	00:02:16.811	136.811		Trans [a12]			8.eaf
00:02:16.811	136.811	00:02:19.071	139.071	Right [a36]	BS [a13]			8.eaf
00:02:19.071	139.071	00:02:20.261	140.261		CP [a14]			8.eaf
00:02:20.261	140.261	00:02:20.972	140.972	Left [a37]	Trans [a15]			8.eaf
00:02:20.972	140.972	00:02:23.111	143.111	Left [a38]	SS [a16]			8.eaf
00:02:23.111	143.111	00:02:25.491	145.491	Left [a39]	SB [a17]			8.eaf
00:02:25.491	145.491	00:02:26.761	146.761		Step Out [a18]			8.eaf
00:02:28.823	148.823	00:02:29.894	149.894		Step In [a19]			8.eaf
00:02:29.894	149.894	00:02:30.370	150.37		Trans [a20]			8.eaf
00:02:30.370	150.37	00:02:32.989	152.989	Left [a40]	SF [a21]			8.eaf
00:02:32.989	152.989	00:02:33.380	153.38		Trans [a22]			8.eaf
00:02:33.380	153.38	00:02:35.877	155.877	Left [a41]	UF [a23]			8.eaf
00:02:35.877	155.877	00:02:36.868	156.868		Trans [a24]			8.eaf
00:02:36.868	156.868	00:02:37.781	157.781		CP [a25]			8.eaf
00:02:37.781	157.781	00:02:40.280	160.28	Right [a42]	BC [a26]			8.eaf
00:02:40.280	160.28	00:02:41.345	161.345		Trans [a27]			8.eaf
00:02:41.345	161.345	00:02:43.090	163.09	Right [a43]	BS [a28]			8.eaf
00:02:43.090	163.09	00:02:44.440	164.44		Trans [a29]			8.eaf
00:02:44.440	164.44	00:02:47.136	167.136	Right [a44]	BU [a30]			8.eaf
00:02:47.136	167.136	00:02:48.207	168.207		Step Out [a31]			8.eaf
00:01:00.407	60.407	00:01:03.508	63.508		Jump In [a1]			9.eaf
00:01:03.508	63.508	00:01:07.152	67.152	Right [a32]	BU [a2]		Outside [a48]	9.eaf
00:01:07.152	67.152	00:01:09.151	69.151	Right [a33]	BU [a3]		Inside [a49]	9.eaf
00:01:09.153	69.153	00:01:11.613	71.613	Right [a34]	CU [a4]			9.eaf
00:01:11.613	71.613	00:01:12.172	72.172		Trans [a5]			9.eaf
00:01:12.172	72.172	00:01:14.965	74.965	Right [a35]	CF [a6]			9.eaf
00:01:14.965	74.965	00:01:16.485	76.485		Step Out [a7]			9.eaf
00:01:34.785	94.785	00:01:36.185	96.185		Step In [a8]			9.eaf
00:01:36.185	96.185	00:01:38.421	98.421	Left [a36]	BC [a9]			9.eaf
00:01:38.421	98.421	00:01:39.138	99.138		Trans [a10]			9.eaf
00:01:39.138	99.138	00:01:44.253	104.253	Left [a37]	SF [a11]			9.eaf
00:01:44.253	104.253	00:01:45.413	105.413		JCP [a12]			9.eaf
00:01:45.413	105.413	00:01:46.986	106.986	Right [a38]	Trans [a13]			9.eaf
00:01:46.986	106.986	00:01:47.301	107.301	Right [a39]	SF [a14]			9.eaf
00:01:47.301	107.301	00:01:47.771	107.771		Trans [a15]			9.eaf
00:01:47.771	107.771	00:01:49.366	109.366	Right [a40]	Other-NBP [a16]			9.eaf
00:01:49.366	109.366	00:01:50.043	110.043		Trans [a17]			9.eaf
00:01:50.043	110.043	00:01:51.599	111.599	Right [a41]	BU [a18]			9.eaf
00:01:51.599	111.599	00:01:52.239	112.239		Step Out [a19]			9.eaf
00:02:38.600	158.6	00:02:40.188	160.188		Difficult In [a20]			9.eaf
00:02:40.188	160.188	00:02:40.735	160.735		Trans [a21]			9.eaf
00:02:40.735	160.735	00:02:42.122	162.122	Right [a42]	BS [a22]			9.eaf
00:02:42.122	162.122	00:02:43.273	163.273		JCP [a23]			9.eaf
00:02:43.273	163.273	00:02:43.470	163.47	Right [a43]	Trans [a24]			9.eaf
00:02:43.470	163.47	00:02:45.096	165.096	Right [a44]	BS [a25]			9.eaf
00:02:45.100	165.1	00:02:45.920	165.92		CP [a26]			9.eaf
00:02:45.920	165.92	00:02:46.631	166.631	Left [a45]	Trans [a27]			9.eaf
00:02:46.631	166.631	00:02:48.772	168.772	Left [a46]	SS [a28]			9.eaf
00:02:48.772	168.772	00:02:49.207	169.207		Trans [a29]			9.eaf
00:02:49.207	169.207	00:02:50.871	170.871	Left [a47]	SB [a30]			9.eaf
00:02:50.871	170.871	00:02:52.011	172.011		Step Out [a31]			9.eaf
